provider,code,message_zh,message_en,category,solution
Amego,99,[發票-發票狀態] 第n筆 InvoiceNumber 錯誤 / [折讓-折讓狀態] 第n筆 AllowanceNumber 錯誤 / [其他-公司名稱查詢] 第 n 筆 統一編號長度錯誤 / [其他-公司名稱查詢] 第 n 筆 統一編號格式錯誤 / [其他-所有字軌資料] Period 錯誤 / [自行配號專用-字軌取號] Period 錯誤 / [自行配號專用-字軌取號] Book 錯誤 / [自行配號專用-字軌取號] 無字軌可取 / [自行配號專用-字軌取號] 剩餘字軌本數不足 / [自行配號專用-字軌取號] 字軌取號錯誤，請聯絡客服人員 / [自行配號專用-字軌取號] 字軌取號的訖號錯誤，請聯絡客服人員 / [自行配號專用-字軌取號] 資料庫更新資料錯誤，請稍後重試 / [自行配號專用-開立發票(API配號)] 此 API 支援傳輸多張發票，data 欄位資料應為陣列字串 / [自行配號專用-開立發票(API配號)] 有指定熱感應機型號代碼，只能一次傳輸一張 / [自行配號專用-開立發票(API配號)] 第n筆 InvoiceNumber 錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 InvoiceDate 錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 InvoiceTime 錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 InvoiceNumber 非當期字軌 / [自行配號專用-開立發票(API配號)] 第n筆 InvoiceNumber 超過開立期限 / [自行配號專用-開立發票(API配號)] 第n筆 InvoiceNumber 號碼不在字軌起訖內 / [自行配號專用-開立發票(API配號)] 第n筆 InvoiceNumber 字軌類別設定錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 InvoiceNumber 字軌類型設定錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 BuyerIdentifier 錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 BuyerName 錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 BuyerAddress 錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 BuyerTelephoneNumber 錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 BuyerEmailAddress 錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 MainRemark 錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 CarrierType 錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 CarrierId1 錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 CarrierId2 錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 PrintMark 錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 載具顯碼、隱碼不相符 / [自行配號專用-開立發票(API配號)] 第n筆 載具號碼不存在 / [自行配號專用-開立發票(API配號)] 第n筆 CarrierId1 載具顯碼錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 NPOBAN 錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 RandomNumber 錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 ProductItem 錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 第n品項 Description 錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 第n品項 Quantity 錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 第n品項 UnitPrice 錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 第n品項 Amount 錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 第n品項 Remark 錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 第n品項 TaxType 錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 若為零稅率發票，通關方式註記必填 / [自行配號專用-開立發票(API配號)] 第n筆 通關方式註記錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 SalesAmount 錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 FreeTaxSalesAmount 錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 ZeroTaxSalesAmount 錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 TaxType 錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 TaxRate 錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 TaxAmount 錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 TotalAmount 錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 order_id 錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 列印發票不可設定載具 / [自行配號專用-開立發票(API配號)] 第n筆 列印發票不可設定捐贈碼 / [自行配號專用-開立發票(API配號)] 第n筆 捐贈發票不可設定載具 / [自行配號專用-開立發票(API配號)] 第n筆 載具類型錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 載具顯碼錯誤 / [自行配號專用-開立發票(API配號)] 第n筆 載具隱碼錯誤 / [自行配號專用-開立發票(API配號)] 指定發票號碼 已存在開立 / [自行配號專用-開立發票(API配號)] 指定發票號碼 已存在開立作廢 / [自行配號專用-開立發票(API配號)] 指定發票號碼 註銷中 / [自行配號專用-開立發票(API配號)] 指定發票號碼 發票類型錯誤,,多個 API,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,31,[發票-發票查詢] type 查詢類型不存在 / [發票-發票列表] date_select 參數錯誤 / [發票-發票檔案] type 查詢類型不存在 / [發票-發票列印] type 查詢類型不存在,,多個 API,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,32,[發票-發票查詢] order_id 不可為空或過長 / [發票-發票列表] date_start 不是 YYYYMMDD 格式 / [發票-發票檔案] order_id 不可為空或過長 / [發票-發票列印] order_id 不可為空或過長,,多個 API,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,33,[發票-發票查詢] invoice_number 不可為空或格式錯誤 / [發票-發票列表] date_end 不是 YYYYMMDD 格式 / [發票-發票檔案] invoice_number 不可為空或格式錯誤 / [發票-發票列印] invoice_number 不可為空或格式錯誤 / [折讓-折讓檔案] allowance_number 不可為空,,多個 API,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,34,[發票-發票查詢] type 查詢類型錯誤 / [發票-發票列表] limit 只能帶入 20 ~ 500 / [發票-發票檔案] type 查詢類型錯誤 / [發票-發票列印] type 查詢類型錯誤 / [折讓-折讓檔案] download_style 參數錯誤,,多個 API,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,51,[發票-發票查詢] 該發票超過查詢期限 / [發票-發票檔案] 該發票超過查詢期限 / [發票-發票列印] 該發票超過查詢期限,,多個 API,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,71,[發票-發票查詢] 查無資料 / [發票-發票檔案] 查無資料 / [發票-發票列印] 查無資料 / [折讓-折讓檔案] 查無資料,,多個 API,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,35,[發票-發票列表] page 必須 >= 1 / [發票-發票列印] printer_type 熱感應機型號代碼錯誤,,多個 API,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,36,[發票-發票列表] date_start 不可大於 date_end / [發票-發票列印] Star mC-Print3 不支援單印明細,,多個 API,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,52,[發票-發票檔案] 該發票有等待異動的排程 / [發票-發票列印] 該發票有等待異動的排程 / [折讓-折讓檔案] 該折讓單有等待異動的排程,,多個 API,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,53,[發票-發票檔案] 載具發票，中獎後才可以下載 / [發票-發票檔案] 該發票類型不可下載 / [發票-發票列印] 載具發票，中獎後才可以列印 / [發票-發票列印] 該發票類型不可列印 / [折讓-折讓檔案] 該折讓單類型不可下載,,多個 API,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,55,[發票-發票檔案] 該發票不符合下載條件 / [發票-發票列印] 該發票不符合列印條件,,多個 API,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,56,0元發票，無法列印發票正本及發票補印,,發票-發票列印,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,72,取得發票列印格式錯誤,,發票-發票列印,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040112,此 API 支援傳輸多張發票，data 欄位資料應為陣列字串,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040113,第n筆 ProductItem 資料應為陣列,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040121,第n筆 AllowanceNumber 不可為空值或超過16字,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040122,第n筆 AllowanceDate 錯誤,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040123,第n筆 AllowanceType 錯誤,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040124,第n筆 OriginalInvoiceNumber 錯誤,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040125,第n筆 OriginalInvoiceDate 錯誤,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040126,第n筆 BuyerIdentifier 錯誤,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040127,第n筆 BuyerName 錯誤,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040128,第n筆 BuyerAddress 錯誤,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040129,第n筆 BuyerTelephoneNumber 錯誤,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040130,第n筆 BuyerEmailAddress 錯誤,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040131,第n筆 ProductItem 錯誤,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040132,第n筆 第n品項 目前僅支援一張折讓單折讓同一張發票,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040133,第n筆 第n品項 目前僅支援一張折讓單折讓同一張發票,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040134,第n筆 第n品項 OriginalDescription 錯誤,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040135,第n筆 第n品項 Quantity 錯誤,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040136,第n筆 第n品項 UnitPrice 錯誤,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040137,第n筆 第n品項 Amount 錯誤,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040138,第n筆 第n品項 Tax 錯誤,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040139,第n筆 第n品項 Tax 必須為整數,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040140,第n筆 TaxType 錯誤,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040141,第n筆 TaxAmount 錯誤,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040142,第n筆 TotalAmount 錯誤,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040145,第n筆 自114年1月1日起，AllowanceType 不可為 1 買方開立折讓證明單,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040151,指定發票號碼 原發票日期錯誤,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040152,指定發票號碼 開立中,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040153,指定發票號碼 已存在開立作廢,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040154,指定發票號碼 已註銷,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040155,指定發票號碼 原發票類型錯誤,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040156,指定發票號碼 原發票不存在,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040157,指定發票號碼 與原發票買方統編不一致,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040158,指定發票號碼 原發票有未處理的排程,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040159,指定發票號碼 原發票無權限折讓,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040161,指定折讓單號 已存在折讓開立,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040162,指定折讓單號 已存在作廢折讓,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040163,指定折讓單號 折讓類型錯誤,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040171,第n筆 此折讓單折讓金額已大於原發票的開立金額,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4040173,第n筆 此折讓單加上其他同發票折讓單的折讓金額已大於原發票的開立金額,,折讓-開立折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4050112,此 API 支援傳輸多張發票，data 欄位資料應為陣列字串,,折讓-作廢折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4050121,第n筆 CancelAllowanceNumber 錯誤,,折讓-作廢折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4050131,指定折讓單號 折讓開立中,,折讓-作廢折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4050132,指定折讓單號 已存在已存在作廢折讓,,折讓-作廢折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4050133,指定折讓單號 折讓類型錯誤,,折讓-作廢折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4050134,指定折讓單號 折讓單不存在,,折讓-作廢折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4050135,指定折讓單號 已超過修改期限,,折讓-作廢折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,4050141,指定折讓單號 等待 折讓開立/作廢折讓,,折讓-作廢折讓,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,9000111,手機條碼不可為空,,其他-手機條碼查詢,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,9000112,手機條碼格式錯誤,,其他-手機條碼查詢,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
Amego,9000113,手機條碼不存在,,其他-手機條碼查詢,見光貿 API 錯誤代碼（invoice.amego.tw/info_detail?mid=71）
ezPay,KEY10002,資料解密錯誤,,發票,確認 HashKey/HashIV、Padding、加密演算法（AES-256-CBC）
ezPay,KEY10004,資料不齊全,,發票,確認 `PostData_` 解密後欄位是否完整
ezPay,KEY10006,商店未申請啟用電子發票,,發票,後台確認電子發票服務狀態
ezPay,KEY10007,頁面停留超過 30 分鐘,,發票,重新整理頁面後再送
ezPay,KEY10010,商店代號空白,,發票,確認 `MerchantID_`（含底線）已填
ezPay,KEY10011,PostData_欄位空白,,發票,確認 `PostData_`（含底線）已填
ezPay,KEY10012,資料傳遞錯誤,,發票,檢查 Form Post 格式、Content-Type
ezPay,KEY10013,資料空白,,發票,檢查必填欄位
ezPay,KEY10014,TimeOut,,發票,檢查 `TimeStamp` 是否在合理區間（建議 ±10 分鐘）
ezPay,KEY10015,發票金額格式錯誤,,發票,`Amt`、`TaxAmt`、`TotalAmt` 必須為純數字
ezPay,INV10003,商品資訊格式錯誤或缺少資料,,發票,檢查 `ItemName`/`ItemCount`/`ItemPrice`/`ItemAmt` 是否齊全且 `|` 分隔正確
ezPay,INV10004,商品資訊的商品小計計算錯誤,,發票,確認 `ItemAmt = ItemCount × ItemPrice`
ezPay,INV10006,稅率格式錯誤,,發票,`TaxRate` 應為純數字（一般稅率帶 `5`，零/免稅帶 `0`）
ezPay,INV10012,發票金額、課稅別驗證錯誤,,發票,確認 `Amt + TaxAmt = TotalAmt`，課稅別欄位一致
ezPay,INV10013,發票欄位資料不齊全或格式錯誤,,發票,對照必填欄位逐項檢查
ezPay,INV10014,自訂編號格式錯誤,,發票,`MerchantOrderNo` 限英、數字、底線 `_`
ezPay,INV10015,無未稅金額,,發票,`Amt` 為空或 `0`
ezPay,INV10016,無稅金,,發票,`TaxAmt` 為空或 `0`（應稅時）
ezPay,INV10017,輸入的版本不支援混合稅率功能,,發票,`Version` 應使用 `1.5` 才支援 `TaxType=9`
ezPay,INV10019,資料含有控制碼,,發票,移除特殊控制字元
ezPay,INV10020,暫停使用,,發票,該服務／字軌已暫停
ezPay,INV10021,異常終止,,發票,重試；若持續發生請聯繫客服
ezPay,INV20006,查無發票資料,,發票,確認 `InvoiceNumber`+`RandomNum` 或 `MerchantOrderNo`+`TotalAmt` 組合
ezPay,INV70001,欄位資料格式錯誤,,發票,對照型態長度檢查
ezPay,INV70002,上傳失敗之發票不得作廢,,發票,該發票尚未成功上傳財政部，無法作廢；可聯繫客服協助
ezPay,INV90005,未簽定合約或合約已到期,,發票,聯繫 ezPay 業務
ezPay,INV90006,可開立張數已用罄,,發票,至後台新增字軌或購買額度
ezPay,NOR10001,網路連線異常,,發票,重試；確認網路與防火牆
ezPay,LIB10003,商店自訂編號重覆,,發票,`MerchantOrderNo` 同店不可重複，請改用新編號
ezPay,LIB10005,發票已作廢過,,發票,該發票已是作廢狀態
ezPay,LIB10007,無法作廢,,發票,該發票已執行折讓，不可作廢；應改用「作廢折讓」
ezPay,LIB10008,超過可作廢期限,,發票,已超過奇數月 14 日前的作廢時點，無法作廢
ezPay,LIB10009,發票已開立，但未上傳至財政部，無法作廢,,發票,須等開立資料上傳財政部完成（次日 06:00 後）才可作廢
ezPay,IAI10001,缺少參數,,作廢折讓,檢查必填欄位
ezPay,IAI10002,查詢失敗,,作廢折讓,確認 `AllowanceNo` 正確
ezPay,IAI10003,更新失敗,,作廢折讓,重試；若持續發生請聯繫客服
ezPay,IAI10004,參數錯誤,,作廢折讓,對照欄位格式
ezPay,IAI10005,新增失敗,,作廢折讓,重試
ezPay,IAI10006,異常終止,,作廢折讓,聯繫客服
ezPay,API10001,[手機條碼驗證] 缺少參數 / [捐贈碼] 缺少參數,,多個 API,見 ezPay 手機條碼／捐贈碼驗證手冊 BDV 1.0.0 第六章
ezPay,API10002,[手機條碼驗證] 查詢失敗 / [捐贈碼] 查詢失敗,,多個 API,見 ezPay 手機條碼／捐贈碼驗證手冊 BDV 1.0.0 第六章
ezPay,API10004,[手機條碼驗證] 參數錯誤 / [捐贈碼] 參數錯誤,,多個 API,見 ezPay 手機條碼／捐贈碼驗證手冊 BDV 1.0.0 第六章
ezPay,CBC10001,欄位資料空白,,手機條碼驗證,見 ezPay 手機條碼／捐贈碼驗證手冊 BDV 1.0.0 第六章
ezPay,CBC10002,欄位資料格式錯誤,,手機條碼驗證,見 ezPay 手機條碼／捐贈碼驗證手冊 BDV 1.0.0 第六章
ezPay,CBC10003,異常終止,,手機條碼驗證,見 ezPay 手機條碼／捐贈碼驗證手冊 BDV 1.0.0 第六章
ezPay,CBC10004,財政部大平台網路連線異常,,手機條碼驗證,見 ezPay 手機條碼／捐贈碼驗證手冊 BDV 1.0.0 第六章
ezPay,CLC10001,欄位資料空白,,捐贈碼,見 ezPay 手機條碼／捐贈碼驗證手冊 BDV 1.0.0 第六章
ezPay,CLC10002,欄位資料格式錯誤,,捐贈碼,見 ezPay 手機條碼／捐贈碼驗證手冊 BDV 1.0.0 第六章
ezPay,CLC10003,異常終止,,捐贈碼,見 ezPay 手機條碼／捐贈碼驗證手冊 BDV 1.0.0 第六章
ezPay,CLC10004,財政部大平台網路連線異常,,捐贈碼,見 ezPay 手機條碼／捐贈碼驗證手冊 BDV 1.0.0 第六章
